# Phase Legend:
# 1 = Discovery
# 2 = Design
# 3 = Build
# 4 = Test
# 5 = Implementation
# 6 = Complete

date,group,title,id,percent,target_date,phase
04/08/2026,Custom Apps,Manual Sales,manual-sales,10,,
04/08/2026,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,10,,
04/08/2026,Custom Apps,Marketing Portal,marketing-portal,5,,
04/08/2026,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,5,,
04/08/2026,Custom Apps,Store Locator,store-locator,5,,
04/08/2026,Reporting,Franchisee Reporting,franchisee-reporting,5,,
04/08/2026,Reporting,Internal Reporting,internal-reporting,5,,
04/08/2026,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,5,,
04/08/2026,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,5,,
04/08/2026,Reporting,Automated Reports,marketing-automated-reports,10,,
04/08/2026,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,5,,
04/08/2026,Data Integration,Raw Sales (automated POS Sales),raw-sales,20,,
04/08/2026,Data Integration,Data Delivers (Focus extract),data-delivers-focus,10,,
04/08/2026,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,25,,
04/08/2026,Data Integration,Marketing Yext Extract,yext-extract,0,,
04/08/2026,CRM Processes,Store Notifications,store-notifications,20,,
04/08/2026,CRM Processes,Call Logs,call-logs,25,,
04/08/2026,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,0,,
04/08/2026,CRM Processes,Training Status Updates,training-status-updates,5,,
04/08/2026,CRM Processes,Distribution Center Updates,distribution-center-updates,5,,
04/08/2026,CRM Processes,Coop Updates,coop-updates,5,,
04/08/2026,CRM Processes,Franchisee review processes,franchisee-review-processes,0,,
04/08/2026,CRM Processes,FDD processes,fdd-processes,0,,
04/08/2026,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,10,,
04/08/2026,CRM Processes,POS Fees tracking,pos-fees-tracking,0,,
04/15/2026,User Interfaces,Franchisee Portal,franchisee-portal,50,,
04/15/2026,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,10,,
04/15/2026,User Interfaces,KTEC/CreativeOnline Replacement (MediaValet?),ktec-creativeonline-replacement,20,,
04/15/2026,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,0,,
04/15/2026,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,
04/15/2026,Custom Apps,Manual Sales,manual-sales,30,,
04/15/2026,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,10,,
04/15/2026,Custom Apps,Marketing Portal,marketing-portal,5,,
04/15/2026,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,5,,
04/15/2026,Custom Apps,Store Locator,store-locator,5,,
04/15/2026,Reporting,Franchisee Reporting,franchisee-reporting,5,,
04/15/2026,Reporting,Internal Reporting,internal-reporting,5,,
04/15/2026,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,5,,
04/15/2026,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,5,,
04/15/2026,Reporting,Automated Reports,marketing-automated-reports,25,,
04/15/2026,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,20,,
04/15/2026,Data Integration,Raw Sales (automated POS Sales),raw-sales,25,,
04/15/2026,Data Integration,Data Delivers (Focus extract),data-delivers-focus,10,,
04/15/2026,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,25,,
04/15/2026,Data Integration,Marketing Yext Extract,yext-extract,0,,
04/15/2026,CRM Processes,Store Notifications,store-notifications,25,,
04/15/2026,CRM Processes,Call Logs,call-logs,25,,
04/15/2026,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,0,,
04/15/2026,CRM Processes,Training Status Updates,training-status-updates,5,,
04/15/2026,CRM Processes,Distribution Center Updates,distribution-center-updates,5,,
04/15/2026,CRM Processes,Coop Updates,coop-updates,5,,
04/15/2026,CRM Processes,Franchisee review processes,franchisee-review-processes,0,,
04/15/2026,CRM Processes,FDD processes,fdd-processes,0,,
04/15/2026,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,,
04/15/2026,CRM Processes,POS Fees tracking,pos-fees-tracking,10,,
04/22/2026,User Interfaces,Franchisee Portal,franchisee-portal,50,,3
04/22/2026,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,10,,2
04/22/2026,User Interfaces,KTEC/CreativeOnline Replacement (MediaValet?),ktec-creativeonline-replacement,20,,2
04/22/2026,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,0,,1
04/22/2026,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,3
04/22/2026,Custom Apps,Manual Sales,manual-sales,30,,5
04/22/2026,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,15,,2
04/22/2026,Custom Apps,Marketing Portal,marketing-portal,5,,2
04/22/2026,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,10,,2
04/22/2026,Custom Apps,Store Locator,store-locator,10,,2
04/22/2026,Reporting,Franchisee Reporting,franchisee-reporting,10,,3
04/22/2026,Reporting,Internal Reporting,internal-reporting,10,,3
04/22/2026,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,5,,1
04/22/2026,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,5,,1
04/22/2026,Reporting,Automated Reports,marketing-automated-reports,25,,3
04/22/2026,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,50,,1
04/22/2026,Data Integration,Raw Sales (automated POS Sales),raw-sales,35,,3
04/22/2026,Data Integration,Data Delivers (Focus extract),data-delivers-focus,10,,2
04/22/2026,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,25,,2
04/22/2026,Data Integration,Marketing Yext Extract,yext-extract,10,,2
04/22/2026,CRM Processes,Store Notifications,store-notifications,30,,3
04/22/2026,CRM Processes,Call Logs,call-logs,30,,1
04/22/2026,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,0,,1
04/22/2026,CRM Processes,Training Status Updates,training-status-updates,5,,1
04/22/2026,CRM Processes,Distribution Center Updates,distribution-center-updates,5,,1
04/22/2026,CRM Processes,Coop Updates,coop-updates,5,,1
04/22/2026,CRM Processes,Franchisee review processes,franchisee-review-processes,0,,1
04/22/2026,CRM Processes,FDD processes,fdd-processes,0,,1
04/22/2026,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,,3
04/22/2026,CRM Processes,POS Fees tracking,pos-fees-tracking,10,,1
