date,group,title,id,percent,target_date,phase
2026-04-15,CRM Processes,Distribution Center Updates,distribution-center-updates,5,,
2026-04-15,CRM Processes,Coop Updates,coop-updates,5,,
2026-04-15,CRM Processes,Franchisee review processes,franchisee-review-processes,0,,
2026-04-15,CRM Processes,FDD processes,fdd-processes,0,,
2026-04-15,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,,
2026-04-15,CRM Processes,POS Fees tracking,pos-fees-tracking,10,,
2026-04-22,User Interfaces,Franchisee Portal,franchisee-portal,50,,3
2026-04-22,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,10,,2
2026-04-22,User Interfaces,MediaValet Integration (KTEC/CreativeOnline Replacement),ktec-creativeonline-replacement,20,,2
2026-04-22,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,0,,1
2026-04-22,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,3
2026-04-22,Custom Apps,Manual Sales,manual-sales,30,,4
2026-04-22,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,15,,2
2026-04-22,Custom Apps,Marketing Portal,marketing-portal,5,,2
2026-04-22,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,10,,2
2026-04-22,Custom Apps,Store Locator,store-locator,10,,2
2026-04-22,Reporting,Franchisee Reporting,franchisee-reporting,10,,3
2026-04-22,Reporting,Internal Reporting,internal-reporting,10,,3
2026-04-22,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,5,,1
2026-04-22,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,5,,1
2026-04-22,Reporting,Automated Reports,marketing-automated-reports,25,,3
2026-04-22,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,50,,1
2026-04-22,Data Integration,Raw Sales (automated POS Sales),raw-sales,35,,3
2026-04-22,Data Integration,Data Delivers (Focus extract),data-delivers-focus,10,,2
2026-04-22,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,25,,2
2026-04-22,Data Integration,Marketing Yext Extract,yext-extract,10,,2
2026-04-22,CRM Processes,Store Notifications,store-notifications,30,,3
2026-04-22,CRM Processes,Call Logs,call-logs,30,,1
2026-04-22,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,0,,1
2026-04-22,CRM Processes,Training Status Updates,training-status-updates,5,,1
2026-04-22,CRM Processes,Distribution Center Updates,distribution-center-updates,5,,1
2026-04-22,CRM Processes,Coop Updates,coop-updates,5,,1
2026-04-22,CRM Processes,Franchisee review processes,franchisee-review-processes,0,,1
2026-04-22,CRM Processes,FDD processes,fdd-processes,0,,1
2026-04-22,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,,3
2026-04-22,CRM Processes,POS Fees tracking,pos-fees-tracking,10,,1
2026-04-29,User Interfaces,Franchisee Portal,franchisee-portal,50,,3
2026-04-29,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,15,,2
2026-04-29,User Interfaces,MediaValet Integration (KTEC/CreativeOnline Replacement),ktec-creativeonline-replacement,20,,2
2026-04-29,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,0,,1
2026-04-29,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,3
2026-04-29,Custom Apps,Manual Sales,manual-sales,35,,4
2026-04-29,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,20,,3
2026-04-29,Custom Apps,Marketing Portal,marketing-portal,10,,2
2026-04-29,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,10,,2
2026-04-29,Custom Apps,Store Locator,store-locator,10,,2
2026-04-29,Reporting,Franchisee Reporting,franchisee-reporting,20,,3
2026-04-29,Reporting,Internal Reporting,internal-reporting,15,,3
2026-04-29,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,5,,1
2026-04-29,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,5,,1
2026-04-29,Reporting,Automated Reports,marketing-automated-reports,25,,3
2026-04-29,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,50,,1
2026-04-29,Data Integration,Raw Sales (automated POS Sales),raw-sales,45,,3
2026-04-29,Data Integration,Data Delivers (Focus extract),data-delivers-focus,10,,2
2026-04-29,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,25,,2
2026-04-29,Data Integration,Marketing Yext Extract,yext-extract,10,,2
2026-04-29,CRM Processes,Store Notifications,store-notifications,30,,3
2026-04-29,CRM Processes,Call Logs,call-logs,30,,1
2026-04-29,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,0,,1
2026-04-29,CRM Processes,Training Status Updates,training-status-updates,5,,1
2026-04-29,CRM Processes,Distribution Center Updates,distribution-center-updates,5,,1
2026-04-29,CRM Processes,Coop Updates,coop-updates,5,,1
2026-04-29,CRM Processes,Franchisee review processes,franchisee-review-processes,0,,1
2026-04-29,CRM Processes,FDD processes,fdd-processes,0,,1
2026-04-29,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,,3
2026-04-29,CRM Processes,POS Fees tracking,pos-fees-tracking,40,,3
2026-05-06,User Interfaces,Franchisee Portal,franchisee-portal,50,,3
2026-05-06,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,20,,2
2026-05-06,User Interfaces,MediaValet Integration (KTEC/CreativeOnline Replacement),ktec-creativeonline-replacement,20,,2
2026-05-06,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,0,,1
2026-05-06,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,3
2026-05-06,Custom Apps,Manual Sales,manual-sales,45,,4
2026-05-06,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,20,,3
2026-05-06,Custom Apps,Marketing Portal,marketing-portal,10,,2
2026-05-06,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,15,,2
2026-05-06,Custom Apps,Store Locator,store-locator,10,,2
2026-05-06,Reporting,Franchisee Reporting,franchisee-reporting,25,,3
2026-05-06,Reporting,Internal Reporting,internal-reporting,20,,3
2026-05-06,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,5,,1
2026-05-06,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,5,,1
2026-05-06,Reporting,Automated Reports,marketing-automated-reports,25,,3
2026-05-06,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,50,,1
2026-05-06,Data Integration,Raw Sales (automated POS Sales),raw-sales,50,,3
2026-05-06,Data Integration,Data Delivers (Focus extract),data-delivers-focus,10,,2
2026-05-06,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,25,,2
2026-05-06,Data Integration,Marketing Yext Extract,yext-extract,10,,2
2026-05-06,CRM Processes,Store Notifications,store-notifications,30,,3
2026-05-06,CRM Processes,Call Logs,call-logs,30,,1
2026-05-06,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,0,,1
2026-05-06,CRM Processes,Training Status Updates,training-status-updates,100,2026-05-06,6
2026-05-06,CRM Processes,Distribution Center Updates,distribution-center-updates,5,,1
2026-05-06,CRM Processes,Coop Updates,coop-updates,40,2026-06-30,3
2026-05-06,CRM Processes,Franchisee review processes,franchisee-review-processes,0,,1
2026-05-06,CRM Processes,FDD processes,fdd-processes,80,2026-05-31,5
2026-05-06,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,2026-06-30,3
2026-05-06,CRM Processes,POS Fees tracking,pos-fees-tracking,40,2026-06-30,3
2026-05-13,User Interfaces,Franchisee Portal,franchisee-portal,50,,3
2026-05-13,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,20,,2
2026-05-13,User Interfaces,MediaValet Integration (KTEC/CreativeOnline Replacement),ktec-creativeonline-replacement,20,,2
2026-05-13,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,0,,1
2026-05-13,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,3
2026-05-13,Custom Apps,Manual Sales,manual-sales,50,,5
2026-05-13,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,20,,3
2026-05-13,Custom Apps,Marketing Portal,marketing-portal,10,,2
2026-05-13,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,15,,2
2026-05-13,Custom Apps,Store Locator,store-locator,10,,2
2026-05-13,Reporting,Franchisee Reporting,franchisee-reporting,25,,3
2026-05-13,Reporting,Internal Reporting,internal-reporting,25,,3
2026-05-13,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,5,,1
2026-05-13,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,50,,3
2026-05-13,Reporting,Automated Reports,marketing-automated-reports,25,,3
2026-05-13,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,50,,1
2026-05-13,Data Integration,Raw Sales (automated POS Sales),raw-sales,55,,3
2026-05-13,Data Integration,Data Delivers (Focus extract),data-delivers-focus,10,,2
2026-05-13,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,25,,2
2026-05-13,Data Integration,Marketing Yext Extract,yext-extract,10,,2
2026-05-13,CRM Processes,Store Notifications,store-notifications,30,,3
2026-05-13,CRM Processes,Call Logs,call-logs,30,,1
2026-05-13,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,100,2026-05-07,6
2026-05-13,CRM Processes,Training Status Updates,training-status-updates,100,2026-05-06,6
2026-05-13,CRM Processes,Distribution Center Updates,distribution-center-updates,5,,1
2026-05-13,CRM Processes,Coop Updates,coop-updates,40,2026-06-30,3
2026-05-13,CRM Processes,Franchisee review processes,franchisee-review-processes,0,,1
2026-05-13,CRM Processes,FDD processes,fdd-processes,80,2026-05-31,5
2026-05-13,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,2026-06-30,3
2026-05-13,CRM Processes,POS Fees tracking,pos-fees-tracking,40,2026-06-30,3
2026-05-20,User Interfaces,Franchisee Portal,franchisee-portal,50,,3
2026-05-20,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,20,,2
2026-05-20,User Interfaces,MediaValet Integration (KTEC/CreativeOnline Replacement),ktec-creativeonline-replacement,20,,2
2026-05-20,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,0,,1
2026-05-20,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,3
2026-05-20,Custom Apps,Manual Sales,manual-sales,50,,5
2026-05-20,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,20,,3
2026-05-20,Custom Apps,Marketing Portal,marketing-portal,25,,3
2026-05-20,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,15,,2
2026-05-20,Custom Apps,Store Locator,store-locator,20,,3
2026-05-20,Reporting,Franchisee Reporting,franchisee-reporting,25,,3
2026-05-20,Reporting,Internal Reporting,internal-reporting,25,,3
2026-05-20,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,5,,1
2026-05-20,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,50,,3
2026-05-20,Reporting,Automated Reports,marketing-automated-reports,25,,2
2026-05-20,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,95,,2
2026-05-20,Data Integration,Raw Sales (automated POS Sales),raw-sales,60,,3
2026-05-20,Data Integration,Data Delivers (Focus extract),data-delivers-focus,10,,2
2026-05-20,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,30,,2
2026-05-20,Data Integration,Marketing Yext Extract,yext-extract,20,,3
2026-05-20,CRM Processes,Store Notifications,store-notifications,30,,3
2026-05-20,CRM Processes,Call Logs,call-logs,30,,1
2026-05-20,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,100,2026-05-07,6
2026-05-20,CRM Processes,Training Status Updates,training-status-updates,100,2026-05-06,6
2026-05-20,CRM Processes,Distribution Center Updates,distribution-center-updates,40,,3
2026-05-20,CRM Processes,Coop Updates,coop-updates,40,2026-06-30,3
2026-05-20,CRM Processes,Franchisee review processes,franchisee-review-processes,0,,1
2026-05-20,CRM Processes,FDD processes,fdd-processes,80,2026-05-31,5
2026-05-20,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,2026-06-30,3
2026-05-27,CRM Processes,POS Fees tracking,pos-fees-tracking,40,2026-06-30,3
2026-05-27,User Interfaces,Franchisee Portal,franchisee-portal,50,,3
2026-05-27,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,20,,2
2026-05-27,User Interfaces,MediaValet Integration (KTEC/CreativeOnline Replacement),ktec-creativeonline-replacement,20,,2
2026-05-27,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,10,,2
2026-05-27,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,3
2026-05-27,Custom Apps,Manual Sales,manual-sales,50,,5
2026-05-27,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,20,,3
2026-05-27,Custom Apps,Marketing Portal,marketing-portal,25,,3
2026-05-27,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,20,,2
2026-05-27,Custom Apps,Store Locator,store-locator,20,,3
2026-05-27,Reporting,Franchisee Reporting,franchisee-reporting,30,,3
2026-05-27,Reporting,Internal Reporting,internal-reporting,30,,3
2026-05-27,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,20,,2
2026-05-27,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,50,,3
2026-05-27,Reporting,Automated Reports,marketing-automated-reports,30,,3
2026-05-27,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,95,,5
2026-05-27,Data Integration,Raw Sales (automated POS Sales),raw-sales,60,,3
2026-05-27,Data Integration,Data Delivers (Focus extract),data-delivers-focus,15,,3
2026-05-27,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,30,,3
2026-05-27,Data Integration,Marketing Yext Extract,yext-extract,20,,3
2026-05-27,CRM Processes,Store Notifications,store-notifications,30,,3
2026-05-27,CRM Processes,Call Logs,call-logs,100,2026-05-26,6
2026-05-27,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,100,2026-05-07,6
2026-05-27,CRM Processes,Training Status Updates,training-status-updates,100,2026-05-06,6
2026-05-27,CRM Processes,Distribution Center Updates,distribution-center-updates,40,2026-06-30,3
2026-05-27,CRM Processes,Coop Updates,coop-updates,40,2026-06-30,3
2026-05-27,CRM Processes,Franchisee review processes,franchisee-review-processes,50,,3
2026-05-27,CRM Processes,FDD processes,fdd-processes,100,2026-05-20,6
2026-05-27,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,2026-06-30,3
2026-05-27,CRM Processes,POS Fees tracking,pos-fees-tracking,40,2026-06-30,3
2026-06-03,CRM Processes,POS Fees tracking,pos-fees-tracking,40,2026-06-30,3
2026-06-03,User Interfaces,Franchisee Portal,franchisee-portal,50,,3
2026-06-03,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,20,,2
2026-06-03,User Interfaces,MediaValet Integration (KTEC/CreativeOnline Replacement),ktec-creativeonline-replacement,20,,2
2026-06-03,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,20,,2
2026-06-03,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,3
2026-06-03,Custom Apps,Manual Sales,manual-sales,55,,5
2026-06-03,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,20,,3
2026-06-03,Custom Apps,Marketing Portal,marketing-portal,25,,3
2026-06-03,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,20,,2
2026-06-03,Custom Apps,Store Locator,store-locator,50,,3
2026-06-03,Reporting,Franchisee Reporting,franchisee-reporting,30,,3
2026-06-03,Reporting,Internal Reporting,internal-reporting,30,,3
2026-06-03,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,20,,2
2026-06-03,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,50,,3
2026-06-03,Reporting,Automated Reports,marketing-automated-reports,50,,3
2026-06-03,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,95,,5
2026-06-03,Data Integration,Raw Sales (automated POS Sales),raw-sales,60,,3
2026-06-03,Data Integration,Data Delivers (Focus extract),data-delivers-focus,15,,3
2026-06-03,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,30,,3
2026-06-03,Data Integration,Marketing Yext Extract,yext-extract,20,,3
2026-06-03,CRM Processes,Store Notifications,store-notifications,40,,3
2026-06-03,CRM Processes,Call Logs,call-logs,100,2026-05-26,6
2026-06-03,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,100,2026-05-07,6
2026-06-03,CRM Processes,Training Status Updates,training-status-updates,100,2026-05-06,6
2026-06-03,CRM Processes,Distribution Center Updates,distribution-center-updates,40,2026-06-30,3
2026-06-03,CRM Processes,Coop Updates,coop-updates,40,2026-06-30,3
2026-06-03,CRM Processes,Franchisee review processes,franchisee-review-processes,50,,3
2026-06-03,CRM Processes,FDD processes,fdd-processes,100,2026-05-20,6
2026-06-03,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,2026-06-30,3
2026-06-03,CRM Processes,POS Fees tracking,pos-fees-tracking,40,2026-06-30,3
2026-06-10,User Interfaces,Franchisee Portal,franchisee-portal,50,,3
2026-06-10,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,20,,2
2026-06-10,User Interfaces,MediaValet Integration (KTEC/CreativeOnline Replacement),ktec-creativeonline-replacement,20,,2
2026-06-10,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,20,,2
2026-06-10,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,3
2026-06-10,Custom Apps,Manual Sales,manual-sales,55,,5
2026-06-10,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,20,,3
2026-06-10,Custom Apps,Marketing Portal,marketing-portal,25,,3
2026-06-10,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,20,,2
2026-06-10,Custom Apps,Store Locator,store-locator,50,,3
2026-06-10,Reporting,Franchisee Reporting,franchisee-reporting,30,,3
2026-06-10,Reporting,Internal Reporting,internal-reporting,30,,3
2026-06-10,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,20,,2
2026-06-10,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,50,,3
2026-06-10,Reporting,Automated Reports,marketing-automated-reports,50,,3
2026-06-10,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,95,,5
2026-06-10,Data Integration,Raw Sales (automated POS Sales),raw-sales,60,,3
2026-06-10,Data Integration,Data Delivers (Focus extract),data-delivers-focus,15,,3
2026-06-10,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,30,,3
2026-06-10,Data Integration,Marketing Yext Extract,yext-extract,20,,3
2026-06-10,CRM Processes,Store Notifications,store-notifications,45,,3
2026-06-10,CRM Processes,Call Logs,call-logs,100,2026-05-26,6
2026-06-10,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,100,2026-05-07,6
2026-06-10,CRM Processes,Training Status Updates,training-status-updates,100,2026-05-06,6
2026-06-10,CRM Processes,Distribution Center Updates,distribution-center-updates,40,2026-07-15,3
2026-06-10,CRM Processes,Coop Updates,coop-updates,40,2026-07-15,3
2026-06-10,CRM Processes,Franchisee review processes,franchisee-review-processes,50,,3
2026-06-10,CRM Processes,FDD processes,fdd-processes,100,2026-05-20,6
2026-06-10,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,2026-07-15,3
2026-06-10,CRM Processes,POS Fees tracking,pos-fees-tracking,40,2026-07-15,3
2026-06-17,User Interfaces,Franchisee Portal,franchisee-portal,50,,3
2026-06-17,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,25,,3
2026-06-17,User Interfaces,MediaValet Integration (KTEC/CreativeOnline Replacement),ktec-creativeonline-replacement,25,,3
2026-06-17,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,20,,2
2026-06-17,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,3
2026-06-17,Custom Apps,Manual Sales,manual-sales,55,,5
2026-06-17,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,20,,3
2026-06-17,Custom Apps,Marketing Portal,marketing-portal,25,,3
2026-06-17,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,20,,2
2026-06-17,Custom Apps,Store Locator,store-locator,50,,3
2026-06-17,Reporting,Franchisee Reporting,franchisee-reporting,30,,3
2026-06-17,Reporting,Internal Reporting,internal-reporting,30,,3
2026-06-17,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,20,,2
2026-06-17,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,50,,3
2026-06-17,Reporting,Automated Reports,marketing-automated-reports,50,,3
2026-06-17,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,95,,5
